@relation data30.train-weka.filters.unsupervised.attribute.Remove-R1

@attribute left_eye_center_x numeric
@attribute left_eye_center_y numeric
@attribute right_eye_center_x numeric
@attribute right_eye_center_y numeric
@attribute left_eye_inner_corner_x numeric
@attribute left_eye_inner_corner_y numeric
@attribute left_eye_outer_corner_x numeric
@attribute left_eye_outer_corner_y numeric
@attribute right_eye_inner_corner_x numeric
@attribute right_eye_inner_corner_y numeric
@attribute right_eye_outer_corner_x numeric
@attribute right_eye_outer_corner_y numeric
@attribute left_eyebrow_inner_end_x numeric
@attribute left_eyebrow_inner_end_y numeric
@attribute left_eyebrow_outer_end_x numeric
@attribute left_eyebrow_outer_end_y numeric
@attribute right_eyebrow_inner_end_x numeric
@attribute right_eyebrow_inner_end_y numeric
@attribute right_eyebrow_outer_end_x numeric
@attribute right_eyebrow_outer_end_y numeric
@attribute nose_tip_x numeric
@attribute nose_tip_y numeric
@attribute mouth_left_corner_x numeric
@attribute mouth_left_corner_y numeric
@attribute mouth_right_corner_x numeric
@attribute mouth_right_corner_y numeric
@attribute mouth_center_top_lip_x numeric
@attribute mouth_center_top_lip_y numeric
@attribute mouth_center_bottom_lip_x numeric
@attribute mouth_center_bottom_lip_y numeric

@data
70.023529,32.994958,27.697479,31.139496,61.929412,34.12437,76.396639,34.285714,36.114286,33.640336,18.397042,32.525983,58.286274,26.447059,79.482826,29.734861,38.656022,21.539496,11.02577,21.102521,49.978415,57.041921,65.459784,76.533926,33.27587,75.012677,49.296519,75.202833,49.676831,77.270781
65.153204,39.850963,30.073522,40.311816,59.159339,37.944752,72.418622,40.836359,36.652607,37.989902,22.135466,41.190542,55.104487,31.713271,78.969616,33.038282,40.201522,32.281319,15.55411,33.223303,48.408086,59.520387,66.747711,81.967816,32.127888,84.451582,50.412462,81.977636,49.874749,83.356986
66.359021,37.651234,30.306102,37.976943,57.931068,40.808627,73.232712,44.910035,36.652607,37.989902,19.393354,30.279554,59.362578,35.177498,76.553349,40.842495,38.311092,28.608206,19.365442,23.906166,42.174021,55.500993,54.595918,74.511943,24.118659,68.652754,39.136317,71.487238,37.405514,75.520178
64.732263,38.099388,29.07679,38.230185,57.8523,39.485844,74.175863,38.622579,40.299239,40.113673,20.888327,39.346675,58.357143,31.857143,79.502597,30.914286,43.227273,30.298701,13.508442,32.109091,57.717254,59.577922,63.814675,74.988312,32.466623,75.666234,51.074415,77.746753,51.167922,78.611688
68.575594,37.38181,31.62872,40.263996,59.32515,38.72683,75.246892,38.408417,38.161674,40.785534,22.927264,42.432497,57.023732,29.242713,78.549915,28.592644,37.551083,31.254506,14.997106,35.376628,49.844005,58.505439,66.540694,78.817465,32.577426,79.52389,49.633954,78.496138,50.004716,79.039922
64.062567,32.501804,31.592363,39.789967,56.748282,35.087926,71.220118,32.057722,39.611955,38.771192,23.912363,42.402212,52.183805,24.243318,71.775642,20.161685,40.755234,24.863726,13.751152,35.835155,57.466965,51.409401,69.432837,69.052061,46.734115,75.115418,59.080043,70.656518,60.648743,73.275681
65.815203,34.739132,29.556499,38.499932,58.810355,36.519052,75.54735,35.428133,37.4226,38.586057,19.565977,40.911437,55.985317,27.943131,77.837009,26.613341,39.632489,29.596384,16.091604,33.298233,51.291244,59.48033,67.705962,74.124056,36.408046,78.150915,52.59132,74.840013,53.307277,79.427439
62.624507,34.12231,27.021554,40.706418,53.981172,36.235727,68.477047,33.038506,33.334711,40.354181,19.651689,42.413408,44.534375,27.227095,72.270279,25.1398,31.438414,33.942973,10.954986,37.133015,39.958547,64.90317,64.64843,80.113475,37.362513,82.55157,49.44924,83.01844,50.175481,83.84843
65.101421,36.791501,29.653939,36.694053,58.094509,37.230509,72.102427,36.496203,37.547235,36.640407,22.628325,35.56208,57.810731,31.362555,78.727619,27.815912,38.617025,30.808873,16.31593,27.448636,49.259746,61.465839,61.45492,73.842511,32.55249,74.084265,47.342961,76.997712,47.32135,78.510479
64.536537,35.794536,30.557604,39.244305,58.57077,38.154905,72.914549,36.70237,38.857801,40.333706,23.424621,41.137788,53.704253,30.950825,77.569006,28.015668,40.191257,32.679789,16.441812,35.273559,51.192627,59.926267,64.141303,77.240118,37.544582,80.507663,51.244345,79.075879,51.623186,81.212047
66.826453,37.840292,32.458476,38.31485,59.957853,39.813454,73.844913,39.488756,38.877495,40.512802,24.260198,39.817949,57.829093,31.105003,77.81586,30.573273,43.879017,30.604551,17.046809,32.799134,55.413276,61.720816,64.561785,76.757608,37.591502,78.980308,52.53171,78.499105,53.058742,79.784604
65.039859,36.251247,28.020559,37.46586,57.000175,37.966492,72.882036,37.756311,35.20262,38.970925,21.208163,38.231595,55.692191,28.451213,79.446084,29.338288,37.326457,28.056958,12.554071,32.525187,48.774603,61.261376,64.38194,73.795596,28.765916,74.572255,47.102424,76.254251,47.033489,77.10444
65.068345,39.11774,32.088816,37.151869,59.114015,40.4131,74.669871,40.437133,40.620408,39.466214,24.601203,38.076646,59.181167,32.152698,78.879312,32.055428,43.210174,31.096975,18.41664,30.268416,53.833509,60.076252,63.81218,73.629649,31.248196,73.947037,49.146749,74.779016,49.062113,79.219905
64.133124,32.772693,29.970487,34.768118,57.5939,34.816201,73.330478,37.707008,37.880063,35.922099,22.61386,35.729769,56.999333,27.852553,79.482826,29.734861,43.426604,29.500456,15.472175,27.882515,52.893384,58.207401,63.550985,73.937087,35.796586,76.072809,49.956001,74.383422,50.127935,77.690122
59.388054,31.200701,30.39,45.274,53.41883,34.446735,67.325,27.678,37.329252,41.439626,22.671,48.926,46.392798,26.815567,68.78,19.056,35.790805,32.371962,14.911,44.703,52.807864,55.474908,72.301502,64.397704,49.085516,76.396003,60.332114,70.180017,60.968169,71.018452
67.18576,35.331338,31.726803,39.982585,58.641633,38.30585,74.623583,35.169161,39.031746,41.29161,23.263673,41.171156,51.222857,31.394286,79.371429,23.131429,38.64,35.337143,16.400229,29.855543,45.784572,63.634286,69.748045,76.680363,39.488998,79.238186,53.736072,80.824036,54.563614,81.816131
64.748676,38.096913,30.24148,36.454805,58.004061,39.932182,72.403126,39.677538,38.437335,38.642446,21.88871,37.455486,56.823694,30.268885,78.799372,29.894464,40.867567,30.758514,15.090068,26.265453,50.324273,59.829071,60.102701,73.882374,30.893687,74.32395,46.193836,73.643253,46.29347,77.608674
67.890119,36.575373,29.568487,37.176189,59.022593,37.781185,76.455148,36.612989,36.987262,37.515781,20.477874,37.959863,56.068513,29.332678,79.482826,29.734861,36.485058,25.658103,15.456486,27.22545,49.953613,60.431597,66.4509,77.963525,32.661666,77.409421,49.694118,77.184,50.269887,80.06423
66.543472,39.585145,33.411439,35.009322,59.762661,39.776266,75.709751,41.217435,41.282439,37.492567,24.620307,34.543714,58.456975,31.667933,78.101072,32.038622,42.15247,27.961692,21.87801,25.151916,49.293446,58.925249,61.55438,75.014697,32.07525,72.851264,47.385961,74.069559,47.087596,75.503821
67.671803,40.60708,30.531439,39.539045,60.018992,41.302791,74.597238,39.535687,37.516368,41.638651,21.931982,39.155685,57.762898,36.285794,78.797267,29.194549,41.067054,34.670068,16.68464,30.108332,50.437085,65.143357,61.333575,79.090487,33.062945,79.201848,48.104102,82.247135,47.316218,84.213218
64.548937,37.634594,29.687341,36.399715,56.973427,38.893221,72.528158,38.465763,38.105894,38.183165,22.051987,37.184338,51.740945,32.748166,73.509119,30.480034,41.519623,32.100128,18.131354,29.33124,46.247421,58.026376,60.207221,76.384187,32.854003,73.87698,46.705706,75.544067,46.561439,80.268303
67.322024,37.35742,30.824392,37.306482,57.898351,39.624196,75.803925,38.39377,38.770841,39.675135,22.245283,38.402684,56.134403,28.927873,81.102023,29.496036,36.311818,28.896308,17.436172,29.211955,45.089589,63.224969,64.419265,77.806367,33.802501,78.807327,48.077061,79.67151,48.34351,81.314612
67.48571,39.227767,29.058213,35.959515,59.927877,39.815031,76.257393,41.430774,37.254377,38.53837,20.772768,37.520872,57.049843,30.956276,84.260856,31.748105,40.842105,31.072702,14.308424,26.891637,46.588799,59.273162,59.555636,82.477193,32.242455,81.930929,45.771293,81.095947,45.789793,82.302389
65.993962,35.620819,29.71815,36.635189,59.569617,37.456346,73.81524,36.455501,37.567444,37.722014,23.22135,37.697863,56.143944,26.492936,77.706557,25.65439,39.792296,26.462988,17.33124,26.133559,47.020408,56.395121,64.3406,75.832372,34.859187,77.699153,49.789225,75.973054,49.998986,78.656974
63.69583,41.801987,32.860467,40.419804,58.262352,42.329885,69.959677,42.431796,38.253996,40.923244,26.983473,40.034581,56.148623,33.551582,77.603285,33.424037,39.322137,29.502998,15.871177,30.428166,39.987937,59.925439,59.81812,79.771845,31.195944,79.754998,44.583508,79.226355,44.336202,81.4228
65.198571,33.899722,28.144144,41.375875,57.663083,37.51913,73.713079,33.128373,36.423687,42.22258,18.476765,44.056017,52.176431,28.145902,76.947343,22.195808,35.571223,32.905829,10.20226,37.725116,52.390249,61.475677,68.086778,78.337171,43.217851,83.981386,55.967474,80.543286,56.225332,81.173604
58.382946,41.522813,35.20299,34.033009,53.130976,39.704264,64.769691,41.755587,38.568034,35.2059,29.935599,32.080323,45.931816,30.38685,69.203912,32.737385,38.28809,31.015753,15.871177,30.428166,30.897469,57.53894,52.340109,74.853991,32.227925,69.904466,38.867003,72.438796,39.235239,73.283572
59.825167,29.835766,27.498264,45.980981,53.278898,33.239899,67.352151,26.679547,34.495378,42.11496,19.187925,50.002113,45.464233,25.764851,68.955774,16.751094,32.464684,32.776642,10.853434,44.857962,51.616169,58.631915,73.554245,67.736331,46.552833,82.126679,59.507268,74.416449,60.724672,75.633854
66.834369,36.728246,30.066606,36.076849,60.006759,37.331392,75.013025,36.993631,38.028129,38.248174,22.805697,36.83054,57.892092,31.2582,79.183136,30.14238,40.099294,31.408986,15.871177,30.428166,47.429923,60.386221,53.583258,76.713688,44.071858,77.313506,48.720447,77.999012,48.935953,79.286907
68.202647,34.199777,26.483018,39.770241,61.393445,36.61744,77.810266,32.665825,35.127174,39.375337,16.93457,40.969103,56.636215,33.354509,84.327495,19.528906,38.442523,34.476587,8.386864,30.469165,54.203092,69.458009,67.78458,81.307937,37.514698,86.559143,47.975412,72.919443,48.569472,78.970146
69.877551,34.767187,28.413285,34.165346,61.246899,36.545818,79.462185,35.457383,35.796719,36.705882,20.110444,35.64946,53.863145,30.22489,82.114446,29.264506,35.815926,31.105242,13.505402,29.310124,40.893157,64.342537,74.187606,82.199493,35.959194,80.550193,53.306293,83.289209,53.689166,89.26792
66.383787,40.316928,30.180271,35.219171,59.067561,41.544166,75.89488,41.119353,38.191538,38.836691,21.802012,35.030366,57.439483,33.548111,81.21373,34.077032,41.790746,33.784765,17.208325,25.531461,46.123968,60.794465,58.115013,81.034552,28.907173,78.350374,44.256698,80.159709,44.375995,80.895373
67.607289,37.798542,30.888921,38.176822,58.064044,40.40716,74.916665,39.308131,38.931656,40.42784,22.314577,38.302915,52.459417,30.424548,80.613201,30.126577,36.715977,30.550496,16.218017,29.511429,45.046647,64.331793,64.803143,78.13,33.52902,79.60849,48.187755,80.796939,48.502041,81.986735
68.557396,43.293641,24.645775,35.182189,60.659403,45.123292,84.658323,45.39774,37.544814,40.244223,19.461764,32.010794,54.513881,32.503829,92.662328,34.200644,34.204217,32.158948,13.595655,17.893899,33.374127,79.75011,63.285735,75.970714,32.900404,76.179768,47.975412,72.919443,48.569472,78.970146
67.591837,37.236392,30.737736,39.341174,58.908087,38.799202,74.764217,36.518889,38.301481,39.988147,20.460948,40.893908,56.16545,29.321246,79.882694,28.684217,37.831468,29.08062,14.498696,34.967009,46.97818,58.017124,65.919194,74.98699,33.412212,77.678044,49.963386,74.605956,50.130088,80.702503
59.875878,39.010776,32.493892,42.973333,53.659171,38.465034,66.092586,37.444735,37.6903,41.620844,27.558491,41.692027,47.157551,30.316735,70.550204,24.88,34.873469,34.813061,22.413061,31.933061,41.23581,66.19298,68.771701,79.673469,44.026776,84.699429,52.788245,82.661878,53.557986,84.903184
63.762162,36.767568,31.113514,37.394595,56.821622,38.194595,69.643243,36.659459,37.621622,37.697297,24.374054,37.788973,56.095753,34.053833,74.452951,28.401324,42.960397,33.811583,18.609386,32.160512,49.730318,58.924655,57.163319,70.868034,32.244327,71.876749,46.422374,72.343747,46.160855,72.960184
66.146046,34.799028,30.255381,38.338475,56.708445,38.87356,74.263438,34.541765,37.399842,40.373796,21.051151,39.912057,50.691983,32.033194,80.399183,26.241804,35.659308,33.834344,13.780184,32.091385,44.932777,64.274935,69.932033,75.704769,36.833555,77.304228,51.435066,78.98108,51.744639,83.263502
65.930159,40.315344,33.499471,33.760847,59.697355,40.174603,73.128042,44.356614,40.154497,35.831746,27.648677,33.278307,61.284996,28.217158,80.690892,26.690627,43.724905,23.298337,25.341685,18.459335,43.720333,57.68254,63.285735,75.970714,32.900404,76.179768,42.744671,74.489796,42.57294,75.195767
64.698292,41.840302,30.664127,39.857899,59.159339,37.944752,72.205593,42.196825,38.008889,40.258927,21.608828,38.606924,58.080121,29.644747,78.306878,34.633409,46.742253,27.165533,18.110355,26.107332,53.50335,55.65674,57.720067,82.036922,27.478519,80.292668,44.365134,79.399571,43.650491,81.742101
67.503896,29.088312,29.633766,38.875325,59.275325,33.420779,75.599065,28.186286,37.958338,38.495065,21.878961,41.957299,56.790459,27.364644,79.357116,19.738669,36.976933,28.611257,11.073522,39.854121,58.026504,55.316724,75.918914,63.767816,35.666684,73.078823,59.165439,71.045852,59.853061,76.696316
65.521182,38.287685,28.085574,32.447291,58.305002,39.36179,73.227868,39.627023,37.197467,35.082055,20.97171,32.820549,60.951285,30.554888,80.041571,34.902925,40.156915,27.002956,17.746015,25.660442,47.189303,64.146376,55.658316,87.433451,27.577246,83.524091,41.923141,84.685264,41.731222,86.037251
64.873609,42.067219,32.773426,40.078599,58.10279,41.2125,71.677015,42.045201,39.481275,39.962346,26.512091,38.848261,56.068513,29.332678,75.117531,34.178743,39.322137,29.502998,24.229303,31.563703,51.566834,54.636688,60.26449,74.99158,30.798678,72.294624,45.622422,73.910857,45.345151,75.876012
59.41906,39.82512,32.745235,37.487248,59.159339,37.944752,73.330478,37.707008,37.991639,38.536529,27.222704,37.689741,52.351755,32.144813,68.297603,33.517162,37.597852,31.539636,23.012848,29.481112,37.872247,58.465766,57.688098,75.699,36.233064,74.628681,44.034717,74.072115,44.519929,75.407095
69.589458,35.637364,28.967557,36.824816,60.807837,38.813108,77.563059,36.816532,37.26536,38.791568,20.274857,38.819736,56.662741,29.673376,79.482826,29.734861,39.760432,29.363545,11.600245,29.313972,48.694217,61.331931,65.022349,82.614829,32.696378,82.1575,48.943608,82.398199,48.823258,83.457278
61.362432,31.186561,23.82785,33.702846,55.386256,33.309677,71.873164,31.265195,35.413244,34.751298,18.428322,34.59403,55.220206,28.184745,77.871213,25.719106,36.185471,29.171001,13.750783,29.514218,47.185006,59.644148,64.771812,72.45621,31.953486,74.13551,48.434619,76.255826,48.818459,78.045881
75.007892,33.742815,8.472983,40.022514,61.682968,40.396305,91.515526,35.143287,23.025937,44.258819,22.384504,38.033495,57.831364,30.818797,79.482826,29.734861,22.381525,33.736735,15.871177,30.428166,47.35188,87.58797,63.285735,75.970714,32.900404,76.179768,47.975412,72.919443,48.569472,78.970146
65.714286,37.89648,35.160248,35.075776,59.383851,37.918012,73.853416,39.403727,40.500207,36.066253,28.334576,34.515942,53.056492,30.718722,81.478616,36.306891,40.409583,31.066312,23.778764,27.831056,43.381248,57.61609,62.044366,74.292813,34.617924,72.25945,46.321207,73.405501,46.055013,74.700976
67.593596,37.213432,24.885479,39.528565,58.850922,40.472896,76.45812,38.066375,34.054625,41.082141,15.899106,40.807981,57.47885,30.610211,84.063032,25.990168,33.015343,30.572341,9.877259,26.141644,48.724522,70.612767,66.088335,85.176606,32.62479,86.864758,49.179579,87.409324,49.342948,88.198944
65.653644,36.267444,31.36793,37.247036,60.149271,37.456949,71.717784,37.177065,38.434985,38.389893,24.023324,38.877357,55.673345,28.219594,77.60596,28.813476,40.034467,28.901328,18.91185,29.9333,47.314286,59.446453,63.877888,75.65082,34.865799,76.468494,49.399417,74.091351,49.565274,77.864593
68.367232,38.922449,32.829664,36.100489,60.786203,39.305088,75.394391,39.942659,40.625927,37.009256,24.913826,37.104915,62.434493,31.489355,79.38649,30.656625,43.162748,28.128696,19.3098,30.556698,56.022535,55.801322,63.746594,75.118291,37.892881,74.341209,52.636428,73.501121,52.111373,74.698247
66.048173,42.5444,31.270715,36.986677,60.273854,42.799538,73.588762,44.606447,37.923142,39.427031,24.47501,36.075472,61.202434,39.573785,79.906107,41.689704,43.177944,35.028479,23.377127,31.710928,50.151389,70.022128,52.864595,83.717996,27.783841,81.356872,42.132212,83.932644,41.752451,84.7417
68.76292,31.283035,30.422974,38.225337,60.029388,34.711235,77.180673,29.949745,37.863142,38.307004,20.429955,39.977246,53.038195,25.118024,76.072009,18.042277,33.391708,30.199012,12.804296,27.037508,43.999175,66.091686,75.047046,73.706552,38.92073,79.604726,55.736198,81.674758,56.04812,82.41203
67.394548,34.493662,28.808013,31.798095,58.756755,33.202286,76.180098,33.793314,37.718358,33.095961,21.52599,30.151304,55.11574,30.789209,82.217781,28.670889,39.259489,30.072719,14.30692,24.309641,43.998311,67.15665,59.14828,72.294872,33.637795,69.347277,45.491794,75.36334,45.491794,75.914689
53.857317,33.600467,28.664875,39.871246,55.291721,35.391671,73.330478,37.707008,38.046922,40.576074,22.994923,43.317073,52.54143,31.596748,62.909441,22.488402,42.018384,33.011448,23.472242,32.100614,56.795089,57.570002,65.759814,69.063216,43.120889,76.107516,57.646723,72.350556,57.452398,73.225021
66.385179,35.563327,30.765423,35.73576,58.451159,36.581154,75.413547,35.746766,38.115057,36.817529,21.598166,35.406617,58.544217,28.00165,81.695238,25.552671,39.311673,27.169215,12.993197,25.22614,48.062937,58.098651,64.826185,72.428816,30.405865,72.292463,47.762901,76.698297,47.878664,77.5974
66.092636,39.474478,28.140521,34.650124,58.541618,40.035251,74.786986,41.361403,35.902302,37.335583,19.420121,33.878114,59.336976,32.666102,83.988994,36.031766,36.958258,30.363278,11.745296,27.410941,44.085502,60.163652,58.387195,77.269153,25.235187,72.983201,41.48295,78.494204,41.386973,78.820526
66.901577,34.372789,30.120784,36.545178,56.552515,37.324242,74.142873,34.435214,38.641543,38.786484,20.103325,39.267406,56.847059,28.486275,78.901961,25.47451,39.083922,29.943216,14.776471,30.4,49.555822,58.431991,65.837041,76.623423,34.815062,79.872501,50.337012,79.064114,50.831636,82.24103
60.738201,35.981944,35.027524,40.894251,54.197833,38.069749,67.129441,35.59847,40.222323,40.477116,28.611571,42.245359,47.866643,30.31777,69.390797,28.296223,38.595173,33.831247,23.212985,35.216725,42.078112,59.829461,65.126132,72.201792,42.072191,75.089919,51.552215,74.393728,52.296267,76.525336
68.724873,35.501366,30.21783,36.33365,61.012368,38.109191,76.74255,35.223937,37.37548,38.858248,22.865981,37.138192,61.490379,31.743563,84.926193,27.693356,38.816142,31.155071,12.543106,28.443856,50.611754,59.257204,69.86449,70.811158,29.444174,71.97783,49.034537,73.371355,48.963889,80.840323
69.121908,42.410352,30.425907,34.385354,61.31961,40.680035,78.240869,43.637154,38.925606,35.971112,20.936268,32.876272,58.204259,34.741544,85.034428,40.998864,44.285537,28.36213,15.959716,27.629565,47.678864,54.675705,60.353354,78.967953,25.940032,73.817128,44.68942,74.48325,44.434726,75.502026
65.613195,36.305458,32.71228,36.523352,57.596698,38.900371,73.466272,36.774424,39.323365,38.87561,23.751909,37.387002,52.934172,32.671709,80.213715,32.920553,39.341058,33.480453,17.530488,30.335684,44.780266,60.739542,67.119876,75.32624,32.929336,76.897456,48.221027,77.826908,47.623523,78.911268
67.516931,29.727347,27.420245,27.572996,61.178776,29.075102,74.862041,30.407347,34.977959,27.409796,19.213061,26.521633,54.9728,20.449143,81.031314,19.952,38.8928,19.572114,13.347886,17.846171,44.459765,55.94066,65.196186,77.32342,31.630472,75.628182,48.050063,74.150903,47.97741,75.991447
63.682759,39.029557,33.988177,36.797044,56.551724,40.546798,69.313892,39.532847,39.580296,38.661084,24.559606,36.992118,56.934835,33.414497,73.102502,31.384664,46.449824,29.182266,23.923434,27.134412,57.576355,60.17734,58.692977,76.342801,31.492977,75.53886,48.299169,75.883406,48.165179,77.453005
66.846515,36.5732,29.543612,36.979407,57.22295,38.399769,74.888872,36.627724,37.784983,39.081325,20.287541,37.767831,52.140932,30.277397,82.435888,29.494494,37.572122,31.809164,15.038121,29.18814,43.249904,57.988448,67.98737,69.88556,31.200924,72.120139,46.146169,73.561802,47.011167,79.640816
73.567918,27.294853,29.9478,31.135618,63.131325,30.134276,81.401707,28.09387,37.35499,32.473028,19.111356,32.473028,55.175066,25.518709,87.546819,22.653574,34.60596,30.137136,8.960005,26.851211,42.265494,65.059653,75.765884,80.595566,39.292824,85.315231,55.60296,86.72792,54.061845,87.402158
68.5543,37.466205,27.375731,35.597293,59.463291,39.001808,77.735779,38.882769,35.551926,37.524534,18.671599,35.779422,56.700284,30.679997,84.533781,32.570154,38.725256,28.604529,11.929493,28.382158,46.531026,63.755309,68.732508,74.696978,26.823061,73.298269,46.818892,78.321704,46.715802,85.135486
64.23847,33.551406,27.118704,39.868994,56.250169,36.788301,72.583127,32.868391,35.761512,40.231883,18.541822,42.024945,53.424008,32.113643,76.971236,25.671477,40.132412,37.852354,11.883143,38.592833,50.543789,61.380042,69.679576,71.339225,36.360906,79.93927,53.700145,77.306765,55.029407,81.068295
68.785161,37.620059,31.359226,31.37653,60.412273,39.111989,75.8883,38.984299,39.854186,36.481575,23.203411,30.888754,62.100428,36.15873,83.913689,32.26806,44.496744,33.735034,18.123107,23.211092,46.665374,59.956154,64.078609,66.873495,25.712151,62.880419,45.03946,73.151268,43.866237,76.444526
59.210904,34.925801,30.399355,42.995118,53.374645,37.602033,64.831565,33.696265,36.809501,42.665471,23.612692,44.944877,51.763519,32.348107,67.516784,25.089888,43.170829,33.877866,16.54651,41.266277,59.977899,56.709023,67.11359,70.542162,40.07717,79.616248,57.191154,75.232758,56.219962,75.862721
66.661899,39.633447,31.586925,32.948266,57.876792,38.944706,76.401962,41.227808,40.623594,36.269852,22.73441,33.707835,55.298092,33.104895,79.482826,29.734861,43.929783,32.192998,17.423992,31.250705,47.197213,61.636237,63.285735,75.970714,29.958785,70.903773,46.162933,76.809358,46.060063,77.77634
68.267334,41.963615,29.386876,31.107979,62.248331,41.754415,75.482159,44.218422,35.808507,33.915239,21.660881,29.554988,62.476903,34.332176,83.413618,40.878505,45.346862,29.025901,15.614419,24.152203,47.310624,63.78571,59.2204,74.754988,20.623567,64.971887,40.546817,74.183712,38.937604,78.768559
75.036717,44.044871,28.408794,37.125017,61.791684,41.422895,81.792224,45.67374,37.058612,38.584673,16.172005,37.219624,57.404449,30.567266,90.675973,34.166022,39.00326,26.153696,12.419992,22.690742,43.120205,55.942911,57.247444,90.81079,32.900404,76.179768,40.368285,84.160731,39.540641,92.510181
70.295082,41.090755,27.609858,36.11607,63.451857,43.032095,80.755024,43.252438,38.311498,40.362752,22.416773,33.932062,60.222951,32.014988,86.662295,28.987354,37.17096,29.526932,22.152693,23.741452,39.720971,64.064108,59.10097,92.972365,29.501238,87.383874,42.740181,92.953095,42.643827,94.880161
66.532044,35.631937,32.20623,36.433942,62.132474,36.754744,75.331185,35.471536,40.533792,38.595231,24.944647,38.181855,63.357441,34.111946,78.53825,26.091896,43.736961,33.453157,16.497434,28.555197,53.494014,59.237007,60.948008,70.735696,36.476544,72.031125,49.997585,72.071608,50.341683,72.820528
64.016263,34.724546,31.122081,37.467787,57.269372,36.108523,71.158575,34.600976,38.610388,37.789068,22.860723,39.560065,56.77535,32.993806,75.89519,27.911709,40.010628,30.514734,16.072093,33.97118,59.138407,60.802689,63.200192,81.190748,35.871245,82.558335,51.233806,81.760576,51.598495,82.581128
69.631673,37.959592,36.058286,36.37151,61.243918,37.266204,74.641959,37.713551,42.231673,36.885959,25.635102,35.61102,62.834939,31.724571,80.283918,30.300735,46.781878,31.808327,20.942312,27.506106,57.563265,59.824898,62.093224,76.064571,30.988245,75.621796,46.725224,77.577388,46.485388,79.016408
65.368087,37.958309,30.566651,38.677101,58.99473,39.464949,74.143299,37.648311,36.488369,39.994214,22.775872,39.252235,59.280365,23.791639,80.635308,27.166792,40.322726,23.44466,12.185932,31.109729,52.9532,61.273628,65.909396,83.81085,35.530588,84.720555,51.951242,84.65528,52.178324,85.724034
64.971463,35.558249,29.130923,40.400625,54.945157,37.612846,72.551545,35.593037,35.600953,41.32883,19.840961,42.725619,46.729812,29.470896,77.579496,24.088611,36.446694,32.195514,13.763315,35.484943,41.22918,58.578597,65.608227,77.214058,32.61438,82.120471,44.607833,79.110257,44.631536,80.20057
64.539017,36.067419,31.181264,40.961635,58.006298,37.901286,71.766956,35.559046,38.469889,41.60096,23.857507,43.171326,52.633442,31.794341,75.144298,28.308146,39.983536,33.255222,18.136718,37.173041,50.593926,60.828987,69.739256,77.238896,37.727731,81.309004,52.884514,77.938055,52.809604,79.261465
67.491791,35.291156,27.502676,40.289796,57.873451,38.401687,76.044553,34.973878,36.310458,41.105742,18.403356,43.163265,56.352919,28.489022,82.198156,25.805448,32.800605,31.635979,10.36026,34.491259,49.084626,61.655873,70.858561,75.359815,33.206207,80.525865,51.832094,81.613076,52.219395,82.249357
61.098592,32.052385,29.71254,43.593059,54.283008,36.118826,68.744647,31.136003,37.043588,42.705315,23.698789,47.086762,49.356761,27.354185,71.833941,23.364575,33.897021,33.979788,14.198319,44.808731,51.019657,54.590694,72.351669,63.549615,40.10389,74.564522,55.274293,66.452769,58.759027,77.265594
67.034601,35.072484,31.240778,40.285994,56.347468,37.23581,72.394518,34.646528,36.512588,39.682236,19.929799,41.946001,55.704967,31.185407,79.482826,29.734861,37.267257,33.9352,12.485987,37.969638,58.799783,60.857938,67.642564,79.539216,37.920188,84.107755,55.280636,82.092223,54.52817,82.952184
65.7109,38.480203,29.207185,37.789523,57.704129,40.040628,74.408351,40.552243,36.906988,39.682498,21.027488,39.117164,56.096304,29.03444,81.02022,31.669708,37.839932,28.621687,14.28318,31.677963,46.727214,58.784268,65.732037,76.109942,27.805732,75.798158,46.422878,77.482386,46.06737,79.83836
66.420877,33.966678,29.47715,38.04269,57.879425,35.732084,74.754634,33.86283,36.512814,39.055202,20.440345,39.003279,53.070597,30.4642,78.557917,29.913648,36.52165,31.468148,14.84102,30.709465,46.954374,59.937381,68.460622,78.48819,36.140515,82.423419,50.53088,79.768886,51.695149,81.096153
68.876849,37.386957,29.782579,36.730758,60.144365,38.472207,74.019423,37.767551,35.73884,37.715056,20.015321,36.907427,59.539521,34.891721,81.661185,30.858141,43.310664,32.402246,9.056747,32.05561,55.418462,63.898048,60.998485,75.539079,30.675341,74.63292,48.90901,76.18002,48.997416,76.666251
67.381638,36.095673,27.538485,32.787845,58.477862,37.687409,74.793161,37.737151,36.840195,35.623126,19.579802,33.931906,57.252449,31.302171,80.66301,33.258226,38.374969,27.048528,13.65913,25.706613,47.744873,63.277541,60.867835,80.67462,25.826288,78.568393,44.812109,81.353008,44.421877,82.359396
65.467229,38.44804,31.587452,36.445813,58.275022,39.475498,73.765931,39.923364,38.252758,38.869561,21.760736,36.682919,57.338013,29.725576,80.781061,31.006011,38.302585,28.160841,16.163809,26.952678,47.072653,58.24446,64.315405,73.534471,29.322455,71.633172,47.066174,73.919711,46.841565,76.182709
66.323146,34.143196,27.668094,34.913728,58.104131,35.581523,75.723644,35.401732,35.912792,35.889736,20.174921,35.391972,53.746142,30.403186,78.626182,28.491787,36.639124,31.104032,18.515879,25.797989,41.284619,58.765953,61.441115,78.957491,33.142857,79.581882,45.831359,79.269686,46.834843,81.878746
